,REGION,SUB_REGION,SUB_REGION_2,HABITAT_TYPE,YEAR,PRIMARY_SAMPLE_UNIT,LAT_DEGREES,LON_DEGREES,CORAL_NCRMP_CODE,CORAL_REEFBUDGET_CODE,CORAL_ID,CORAL_MORPHOLOGY,PERCENT_COVER
635,DRTO,DryTortugas,DRTO,Forereef,2018,2320,24.60634,-82.96397,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
636,DRTO,DryTortugas,DRTO,Forereef,2018,2324,24.60725,-82.95513,,,,,0.0
637,DRTO,DryTortugas,DRTO,Lagoon,2018,2328,24.668606,-82.875175,POR ASTR,POA,Porites astreoides,submassive,2.0
638,DRTO,DryTortugas,DRTO,Lagoon,2018,2328,24.668606,-82.875175,POR PORI,POP,Porites porites,branching,1.0
639,DRTO,DryTortugas,DRTO,Lagoon,2018,2328,24.668606,-82.875175,SID SIDE,SIS,Siderastrea siderea,massive,2.0
640,DRTO,DryTortugas,DRTO,Lagoon,2018,2331,24.67445,-82.87765,,,,,0.0
641,DRTO,DryTortugas,DRTO,Forereef,2018,2332,24.60759,-82.93583,MON CAVE,MOC,Montastraea cavernosa,massive,6.0
642,DRTO,DryTortugas,DRTO,Forereef,2018,2332,24.60759,-82.93583,POR DIVA,POD,Porites divaricata,branching,2.0
643,DRTO,DryTortugas,DRTO,Forereef,2018,2332,24.60759,-82.93583,POR PORI,POP,Porites porites,branching,1.0
644,DRTO,DryTortugas,DRTO,Forereef,2018,2332,24.60759,-82.93583,SID SIDE,SIS,Siderastrea siderea,massive,6.0
645,DRTO,DryTortugas,DRTO,Forereef,2018,2332,24.60759,-82.93583,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
646,DRTO,DryTortugas,DRTO,Forereef,2018,2337,24.59526,-82.88601,ORB FAVE,ORF,Orbicella faveolata,massive,3.0
647,DRTO,DryTortugas,DRTO,Forereef,2018,2337,24.59526,-82.88601,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
648,DRTO,DryTortugas,DRTO,Forereef,2018,2341,24.59551,-82.88401,ORB FAVE,ORF,Orbicella faveolata,massive,1.0
649,DRTO,DryTortugas,DRTO,Forereef,2018,2341,24.59551,-82.88401,POR ASTR,POA,Porites astreoides,submassive,1.0
650,DRTO,DryTortugas,DRTO,Forereef,2018,2341,24.59551,-82.88401,SID SIDE,SIS,Siderastrea siderea,massive,1.0
651,DRTO,DryTortugas,DRTO,Forereef,2018,2342,24.64871,-82.92396,AGA AGAR,AGA,Agaricia agaricites,encrusting,1.0
652,DRTO,DryTortugas,DRTO,Forereef,2018,2342,24.64871,-82.92396,POR PORI,POP,Porites porites,branching,3.0
653,DRTO,DryTortugas,DRTO,Forereef,2018,2342,24.64871,-82.92396,SID SIDE,SIS,Siderastrea siderea,massive,1.0
654,DRTO,DryTortugas,DRTO,Forereef,2018,2349,24.63609,-82.95874,COL NATA,CON,Colpophyllia natans,massive,7.0
655,DRTO,DryTortugas,DRTO,Forereef,2018,2349,24.63609,-82.95874,MON CAVE,MOC,Montastraea cavernosa,massive,9.0
656,DRTO,DryTortugas,DRTO,Forereef,2018,2349,24.63609,-82.95874,ORB FRAN,ORFR,Orbicella franksi,massive,2.0
657,DRTO,DryTortugas,DRTO,Forereef,2018,2349,24.63609,-82.95874,POR ASTR,POA,Porites astreoides,submassive,1.0
658,DRTO,DryTortugas,DRTO,Forereef,2018,2349,24.63609,-82.95874,SID SIDE,SIS,Siderastrea siderea,massive,1.0
659,DRTO,DryTortugas,DRTO,Forereef,2018,2349,24.63609,-82.95874,STE INTE,STI,Stephanocoenia intersepta,submassive,2.0
660,DRTO,DryTortugas,DRTO,Forereef,2018,2350,24.60692,-82.93263,COL NATA,CON,Colpophyllia natans,massive,2.0
661,DRTO,DryTortugas,DRTO,Forereef,2018,2350,24.60692,-82.93263,ORB FAVE,ORF,Orbicella faveolata,massive,8.0
662,DRTO,DryTortugas,DRTO,Forereef,2018,2356,24.61198,-82.93323,COL NATA,CON,Colpophyllia natans,massive,11.0
663,DRTO,DryTortugas,DRTO,Forereef,2018,2356,24.61198,-82.93323,MON CAVE,MOC,Montastraea cavernosa,massive,9.0
664,DRTO,DryTortugas,DRTO,Forereef,2018,2356,24.61198,-82.93323,MYC ALIC,MYA,Mycetophyllia aliciae,plating,1.0
665,DRTO,DryTortugas,DRTO,Forereef,2018,2356,24.61198,-82.93323,ORB FRAN,ORFR,Orbicella franksi,massive,3.0
666,DRTO,DryTortugas,DRTO,Forereef,2018,2356,24.61198,-82.93323,POR ASTR,POA,Porites astreoides,submassive,1.0
667,DRTO,DryTortugas,DRTO,Forereef,2018,2356,24.61198,-82.93323,PSE STRI,PSS,Pseudodiploria strigosa,massive,2.0
668,DRTO,DryTortugas,DRTO,Forereef,2018,2356,24.61198,-82.93323,SID SIDE,SIS,Siderastrea siderea,massive,4.0
669,DRTO,DryTortugas,DRTO,Forereef,2018,2356,24.61198,-82.93323,STE INTE,STI,Stephanocoenia intersepta,submassive,5.0
670,DRTO,DryTortugas,DRTO,Forereef,2018,2360,24.65789,-82.92172,POR PORI,POP,Porites porites,branching,3.0
671,DRTO,DryTortugas,DRTO,Bank,2018,2561,24.72012,-82.98758,AGA AGAR,AGA,Agaricia agaricites,encrusting,1.0
672,DRTO,DryTortugas,DRTO,Bank,2018,2561,24.72012,-82.98758,ORB FAVE,ORF,Orbicella faveolata,massive,4.0
673,DRTO,DryTortugas,DRTO,Bank,2018,2561,24.72012,-82.98758,ORB FRAN,ORFR,Orbicella franksi,massive,4.0
674,DRTO,DryTortugas,DRTO,Bank,2018,2561,24.72012,-82.98758,POR PORI,POP,Porites porites,branching,1.0
675,DRTO,DryTortugas,DRTO,Bank,2018,2561,24.72012,-82.98758,SID SIDE,SIS,Siderastrea siderea,massive,3.0
676,DRTO,DryTortugas,DRTO,Bank,2018,2565,24.68981,-83.06761,ORB ANNU,ORA,Orbicella annularis,massive,3.0
677,DRTO,DryTortugas,DRTO,Bank,2018,2565,24.68981,-83.06761,ORB FAVE,ORF,Orbicella faveolata,massive,2.0
678,DRTO,DryTortugas,DRTO,Bank,2018,2574,24.70117,-83.03439,COL NATA,CON,Colpophyllia natans,massive,6.0
679,DRTO,DryTortugas,DRTO,Bank,2018,2574,24.70117,-83.03439,MON CAVE,MOC,Montastraea cavernosa,massive,6.0
680,DRTO,DryTortugas,DRTO,Bank,2018,2574,24.70117,-83.03439,ORB FRAN,ORFR,Orbicella franksi,massive,12.0
681,DRTO,DryTortugas,DRTO,Bank,2018,2574,24.70117,-83.03439,POR ASTR,POA,Porites astreoides,submassive,1.0
682,DRTO,DryTortugas,DRTO,Bank,2018,2574,24.70117,-83.03439,POR PORI,POP,Porites porites,branching,3.0
683,DRTO,DryTortugas,DRTO,Bank,2018,2574,24.70117,-83.03439,SID RADI,SIR,Siderastrea radians,encrusting,1.0
684,DRTO,DryTortugas,DRTO,Bank,2018,2574,24.70117,-83.03439,SID SIDE,SIS,Siderastrea siderea,massive,2.0
685,DRTO,DryTortugas,DRTO,Bank,2018,2574,24.70117,-83.03439,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
686,DRTO,DryTortugas,DRTO,Bank,2018,2606,24.6954,-82.98131,MAD DECA,MDD,Madracis decactis,encrusting,1.0
687,DRTO,DryTortugas,DRTO,Bank,2018,2606,24.6954,-82.98131,ORB FRAN,ORFR,Orbicella franksi,massive,2.0
688,DRTO,DryTortugas,DRTO,Bank,2018,2606,24.6954,-82.98131,STE INTE,STI,Stephanocoenia intersepta,submassive,2.0
689,DRTO,DryTortugas,DRTO,Bank,2018,2639,24.66274,-82.99051,AGA AGAR,AGA,Agaricia agaricites,encrusting,2.0
690,DRTO,DryTortugas,DRTO,Bank,2018,2639,24.66274,-82.99051,MON CAVE,MOC,Montastraea cavernosa,massive,11.0
691,DRTO,DryTortugas,DRTO,Bank,2018,2639,24.66274,-82.99051,ORB FAVE,ORF,Orbicella faveolata,massive,6.0
692,DRTO,DryTortugas,DRTO,Bank,2018,2639,24.66274,-82.99051,SID SIDE,SIS,Siderastrea siderea,massive,5.0
693,DRTO,DryTortugas,DRTO,Forereef,2018,2662,24.706853,-82.77395,COL NATA,CON,Colpophyllia natans,massive,6.0
694,DRTO,DryTortugas,DRTO,Forereef,2018,2662,24.706853,-82.77395,ORB FRAN,ORFR,Orbicella franksi,massive,6.0
695,DRTO,DryTortugas,DRTO,Forereef,2018,2662,24.706853,-82.77395,PSE STRI,PSS,Pseudodiploria strigosa,massive,2.0
696,DRTO,DryTortugas,DRTO,Forereef,2018,2662,24.706853,-82.77395,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
697,DRTO,DryTortugas,DRTO,Forereef,2018,2663,24.69132,-82.78541,POR PORI,POP,Porites porites,branching,2.0
698,DRTO,DryTortugas,DRTO,Forereef,2018,2666,24.64725,-82.7927,POR ASTR,POA,Porites astreoides,submassive,1.0
699,DRTO,DryTortugas,DRTO,Forereef,2018,2685,24.72252,-82.81532,COL NATA,CON,Colpophyllia natans,massive,4.0
700,DRTO,DryTortugas,DRTO,Forereef,2018,2685,24.72252,-82.81532,ORB FRAN,ORFR,Orbicella franksi,massive,3.0
701,DRTO,DryTortugas,DRTO,Forereef,2018,2685,24.72252,-82.81532,SID SIDE,SIS,Siderastrea siderea,massive,1.0
702,DRTO,DryTortugas,DRTO,Forereef,2018,2685,24.72252,-82.81532,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
703,DRTO,DryTortugas,DRTO,Forereef,2018,2688,24.73305,-82.78907,MON CAVE,MOC,Montastraea cavernosa,massive,5.0
704,DRTO,DryTortugas,DRTO,Forereef,2018,2688,24.73305,-82.78907,ORB FAVE,ORF,Orbicella faveolata,massive,1.0
705,DRTO,DryTortugas,DRTO,Forereef,2018,2688,24.73305,-82.78907,POR ASTR,POA,Porites astreoides,submassive,1.0
706,DRTO,DryTortugas,DRTO,Forereef,2018,2688,24.73305,-82.78907,SID SIDE,SIS,Siderastrea siderea,massive,1.0
707,DRTO,DryTortugas,DRTO,Forereef,2018,2688,24.73305,-82.78907,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
708,DRTO,DryTortugas,DRTO,Forereef,2018,2703,24.71418,-82.77647,MAD DECA,MDD,Madracis decactis,encrusting,1.0
709,DRTO,DryTortugas,DRTO,Forereef,2018,2703,24.71418,-82.77647,SID SIDE,SIS,Siderastrea siderea,massive,5.0
710,DRTO,DryTortugas,DRTO,Forereef,2018,2703,24.71418,-82.77647,STE INTE,STI,Stephanocoenia intersepta,submassive,2.0
711,DRTO,DryTortugas,DRTO,Forereef,2018,2706,24.56737,-82.94956,ORB FAVE,ORF,Orbicella faveolata,massive,3.0
712,DRTO,DryTortugas,DRTO,Forereef,2018,2706,24.56737,-82.94956,PSE STRI,PSS,Pseudodiploria strigosa,massive,2.0
713,DRTO,DryTortugas,DRTO,Forereef,2018,2706,24.56737,-82.94956,SID SIDE,SIS,Siderastrea siderea,massive,1.0
714,DRTO,DryTortugas,DRTO,Forereef,2018,2755,24.72138,-82.79869,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
715,DRTO,DryTortugas,DRTO,Forereef,2018,2755,24.72138,-82.79869,ORB FAVE,ORF,Orbicella faveolata,massive,5.0
716,DRTO,DryTortugas,DRTO,Forereef,2018,2755,24.72138,-82.79869,ORB FRAN,ORFR,Orbicella franksi,massive,2.0
717,DRTO,DryTortugas,DRTO,Forereef,2018,2755,24.72138,-82.79869,SID SIDE,SIS,Siderastrea siderea,massive,1.0
718,DRTO,DryTortugas,DRTO,Forereef,2018,2769,24.70512,-82.78852,,,,,0.0
719,DRTO,DryTortugas,DRTO,Forereef,2018,2777,24.66252,-82.92735,ORB FAVE,ORF,Orbicella faveolata,massive,7.0
720,DRTO,DryTortugas,DRTO,Forereef,2018,2777,24.66252,-82.92735,ORB FRAN,ORFR,Orbicella franksi,massive,28.0
721,DRTO,DryTortugas,DRTO,Forereef,2018,2777,24.66252,-82.92735,SID SIDE,SIS,Siderastrea siderea,massive,1.0
722,DRTO,DryTortugas,DRTO,Forereef,2018,2791,24.69874,-82.90954,,,,,0.0
723,DRTO,DryTortugas,DRTO,Forereef,2018,2802,24.71069,-82.9112,MON CAVE,MOC,Montastraea cavernosa,massive,6.0
724,DRTO,DryTortugas,DRTO,Forereef,2018,2802,24.71069,-82.9112,ORB FRAN,ORFR,Orbicella franksi,massive,3.0
725,DRTO,DryTortugas,DRTO,Forereef,2018,2802,24.71069,-82.9112,POR ASTR,POA,Porites astreoides,submassive,2.0
726,DRTO,DryTortugas,DRTO,Forereef,2018,2802,24.71069,-82.9112,STE INTE,STI,Stephanocoenia intersepta,submassive,2.0
727,DRTO,DryTortugas,DRTO,Forereef,2018,2815,24.6062,-82.94888,COL NATA,CON,Colpophyllia natans,massive,4.0
728,DRTO,DryTortugas,DRTO,Forereef,2018,2815,24.6062,-82.94888,MON CAVE,MOC,Montastraea cavernosa,massive,2.0
729,DRTO,DryTortugas,DRTO,Forereef,2018,2815,24.6062,-82.94888,ORB FRAN,ORFR,Orbicella franksi,massive,8.0
730,DRTO,DryTortugas,DRTO,Forereef,2018,2815,24.6062,-82.94888,POR PORI,POP,Porites porites,branching,2.0
731,DRTO,DryTortugas,DRTO,Forereef,2018,2815,24.6062,-82.94888,SID SIDE,SIS,Siderastrea siderea,massive,5.0
732,DRTO,DryTortugas,DRTO,Forereef,2018,2815,24.6062,-82.94888,STE INTE,STI,Stephanocoenia intersepta,submassive,2.0
733,DRTO,DryTortugas,DRTO,Lagoon,2018,2854,24.66364,-82.87767,MYC FERO,MYF,Mycetophyllia ferox,plating,1.0
734,DRTO,DryTortugas,DRTO,Lagoon,2018,2854,24.66364,-82.87767,ORB FAVE,ORF,Orbicella faveolata,massive,2.0
735,DRTO,DryTortugas,DRTO,Lagoon,2018,2854,24.66364,-82.87767,PSE STRI,PSS,Pseudodiploria strigosa,massive,1.0
736,DRTO,DryTortugas,DRTO,Lagoon,2018,2854,24.66364,-82.87767,SID SIDE,SIS,Siderastrea siderea,massive,3.0
737,FLK,UpperKeys,Upper Keys,Inshore,2014,1118,25.06823333,-80.39251667,DIC STOK,DCS,Dichocoenia stokesii,massive,1.0
738,FLK,UpperKeys,Upper Keys,Inshore,2014,1118,25.06823333,-80.39251667,OCU DIFF,OCD,Oculina diffusa,branching,1.0
739,FLK,UpperKeys,Upper Keys,Inshore,2014,1118,25.06823333,-80.39251667,SID SIDE,SIS,Siderastrea siderea,massive,5.0
740,FLK,UpperKeys,Upper Keys,Inshore,2014,1118,25.06823333,-80.39251667,SOL BOUR,SOB,Solenastrea bournoni,massive,6.0
741,FLK,UpperKeys,Upper Keys,Inshore,2014,1119,25.12785,-80.33425,POR ASTR,POA,Porites astreoides,submassive,2.0
742,FLK,UpperKeys,Upper Keys,Inshore,2014,1119,25.12785,-80.33425,POR PORI,POP,Porites porites,branching,1.0
743,FLK,UpperKeys,Upper Keys,Inshore,2014,1119,25.12785,-80.33425,SID SIDE,SIS,Siderastrea siderea,massive,7.0
744,FLK,UpperKeys,Upper Keys,Inshore,2014,1119,25.12785,-80.33425,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
745,FLK,UpperKeys,Upper Keys,Inshore,2014,1121,25.12965,-80.32056667,DIC STOK,DCS,Dichocoenia stokesii,massive,3.0
746,FLK,UpperKeys,Upper Keys,Inshore,2014,1121,25.12965,-80.32056667,MEA MEAN,MEM,Meandrina meandrites,massive,1.0
747,FLK,UpperKeys,Upper Keys,Inshore,2014,1121,25.12965,-80.32056667,ORB FAVE,ORF,Orbicella faveolata,massive,4.0
748,FLK,UpperKeys,Upper Keys,Inshore,2014,1121,25.12965,-80.32056667,ORB FRAN,ORFR,Orbicella franksi,massive,5.0
749,FLK,UpperKeys,Upper Keys,Inshore,2014,1121,25.12965,-80.32056667,POR ASTR,POA,Porites astreoides,submassive,1.0
750,FLK,UpperKeys,Upper Keys,Inshore,2014,1121,25.12965,-80.32056667,SID RADI,SIR,Siderastrea radians,encrusting,1.0
751,FLK,UpperKeys,Upper Keys,Inshore,2014,1121,25.12965,-80.32056667,SID SIDE,SIS,Siderastrea siderea,massive,6.0
752,FLK,UpperKeys,Upper Keys,Inshore,2014,1121,25.12965,-80.32056667,STE INTE,STI,Stephanocoenia intersepta,submassive,2.0
753,FLK,UpperKeys,Upper Keys,Inshore,2014,1124,25.21423333,-80.27071667,DIP LABY,DIL,Diploria labyrinthiformis,massive,1.0
754,FLK,UpperKeys,Upper Keys,Inshore,2014,1124,25.21423333,-80.27071667,ORB FAVE,ORF,Orbicella faveolata,massive,2.0
755,FLK,UpperKeys,Upper Keys,Inshore,2014,1124,25.21423333,-80.27071667,ORB FRAN,ORFR,Orbicella franksi,massive,4.0
756,FLK,UpperKeys,Upper Keys,Inshore,2014,1124,25.21423333,-80.27071667,POR ASTR,POA,Porites astreoides,submassive,1.0
757,FLK,UpperKeys,Upper Keys,Inshore,2014,1124,25.21423333,-80.27071667,POR FURC,POF,Porites furcata,branching,1.0
758,FLK,UpperKeys,Upper Keys,Inshore,2014,1124,25.21423333,-80.27071667,SID SIDE,SIS,Siderastrea siderea,massive,15.0
759,FLK,UpperKeys,Upper Keys,Inshore,2014,1124,25.21423333,-80.27071667,SOL BOUR,SOB,Solenastrea bournoni,massive,3.0
760,FLK,UpperKeys,Upper Keys,Inshore,2014,1124,25.21423333,-80.27071667,STE INTE,STI,Stephanocoenia intersepta,submassive,3.0
761,FLK,UpperKeys,Upper Keys,Inshore,2014,1126,25.23673333,-80.26733333,DIC STOK,DCS,Dichocoenia stokesii,massive,1.0
762,FLK,UpperKeys,Upper Keys,Inshore,2014,1126,25.23673333,-80.26733333,ORB ANNU,ORA,Orbicella annularis,massive,3.0
763,FLK,UpperKeys,Upper Keys,Inshore,2014,1126,25.23673333,-80.26733333,POR ASTR,POA,Porites astreoides,submassive,5.5
764,FLK,UpperKeys,Upper Keys,Inshore,2014,1126,25.23673333,-80.26733333,POR FURC,POF,Porites furcata,branching,1.5
765,FLK,UpperKeys,Upper Keys,Inshore,2014,1126,25.23673333,-80.26733333,PSE STRI,PSS,Pseudodiploria strigosa,massive,3.5
766,FLK,UpperKeys,Upper Keys,Inshore,2014,1126,25.23673333,-80.26733333,SID SIDE,SIS,Siderastrea siderea,massive,3.5
767,FLK,UpperKeys,Upper Keys,Inshore,2014,1127,25.23715,-80.25861667,DIC STOK,DCS,Dichocoenia stokesii,massive,1.0
768,FLK,UpperKeys,Upper Keys,Inshore,2014,1127,25.23715,-80.25861667,MON CAVE,MOC,Montastraea cavernosa,massive,2.0
769,FLK,UpperKeys,Upper Keys,Inshore,2014,1127,25.23715,-80.25861667,ORB ANNU,ORA,Orbicella annularis,massive,2.0
770,FLK,UpperKeys,Upper Keys,Inshore,2014,1127,25.23715,-80.25861667,ORB FAVE,ORF,Orbicella faveolata,massive,2.0
771,FLK,UpperKeys,Upper Keys,Inshore,2014,1127,25.23715,-80.25861667,POR ASTR,POA,Porites astreoides,submassive,1.0
772,FLK,UpperKeys,Upper Keys,Inshore,2014,1127,25.23715,-80.25861667,POR PORI,POP,Porites porites,branching,2.0
773,FLK,UpperKeys,Upper Keys,Inshore,2014,1127,25.23715,-80.25861667,SID SIDE,SIS,Siderastrea siderea,massive,13.5
774,FLK,UpperKeys,Upper Keys,Inshore,2014,1127,25.23715,-80.25861667,STE INTE,STI,Stephanocoenia intersepta,submassive,3.0
775,FLK,UpperKeys,Upper Keys,MidChannel,2014,1128,25.27486667,-80.2264,ORB ANNU,ORA,Orbicella annularis,massive,4.0
776,FLK,UpperKeys,Upper Keys,MidChannel,2014,1128,25.27486667,-80.2264,POR ASTR,POA,Porites astreoides,submassive,5.0
777,FLK,UpperKeys,Upper Keys,MidChannel,2014,1128,25.27486667,-80.2264,POR FURC,POF,Porites furcata,branching,2.5
778,FLK,UpperKeys,Upper Keys,MidChannel,2014,1128,25.27486667,-80.2264,POR PORI,POP,Porites porites,branching,1.0
779,FLK,UpperKeys,Upper Keys,MidChannel,2014,1128,25.27486667,-80.2264,SID SIDE,SIS,Siderastrea siderea,massive,5.0
780,FLK,UpperKeys,Upper Keys,Inshore,2014,1129,25.2788,-80.235,ORB FAVE,ORF,Orbicella faveolata,massive,33.0
781,FLK,UpperKeys,Upper Keys,Inshore,2014,1129,25.2788,-80.235,SID RADI,SIR,Siderastrea radians,encrusting,5.0
782,FLK,UpperKeys,Upper Keys,Inshore,2014,1129,25.2788,-80.235,SID SIDE,SIS,Siderastrea siderea,massive,5.0
783,FLK,UpperKeys,Upper Keys,MidChannel,2014,1131,24.98846667,-80.44008333,ACR CERV,ACC,Acropora cervicornis,branching,2.0
784,FLK,UpperKeys,Upper Keys,MidChannel,2014,1131,24.98846667,-80.44008333,POR DIVA,POD,Porites divaricata,branching,1.0
785,FLK,UpperKeys,Upper Keys,MidChannel,2014,1131,24.98846667,-80.44008333,POR FURC,POF,Porites furcata,branching,2.0
786,FLK,UpperKeys,Upper Keys,MidChannel,2014,1131,24.98846667,-80.44008333,SID SIDE,SIS,Siderastrea siderea,massive,1.0
787,FLK,UpperKeys,Upper Keys,MidChannel,2014,1131,24.98846667,-80.44008333,STE INTE,STI,Stephanocoenia intersepta,submassive,2.0
788,FLK,UpperKeys,Upper Keys,MidChannel,2014,1133,25.04431667,-80.36668333,COL NATA,CON,Colpophyllia natans,massive,1.0
789,FLK,UpperKeys,Upper Keys,MidChannel,2014,1133,25.04431667,-80.36668333,MON CAVE,MOC,Montastraea cavernosa,massive,2.0
790,FLK,UpperKeys,Upper Keys,MidChannel,2014,1133,25.04431667,-80.36668333,ORB ANNU,ORA,Orbicella annularis,massive,5.0
791,FLK,UpperKeys,Upper Keys,MidChannel,2014,1133,25.04431667,-80.36668333,POR ASTR,POA,Porites astreoides,submassive,1.0
792,FLK,UpperKeys,Upper Keys,MidChannel,2014,1133,25.04431667,-80.36668333,POR PORI,POP,Porites porites,branching,5.0
793,FLK,UpperKeys,Upper Keys,MidChannel,2014,1133,25.04431667,-80.36668333,SID SIDE,SIS,Siderastrea siderea,massive,1.5
794,FLK,UpperKeys,Upper Keys,MidChannel,2014,1134,25.05535,-80.36401667,SID SIDE,SIS,Siderastrea siderea,massive,1.0
795,FLK,UpperKeys,Upper Keys,MidChannel,2014,1135,25.06058333,-80.35911667,POR ASTR,POA,Porites astreoides,submassive,1.0
796,FLK,UpperKeys,Upper Keys,MidChannel,2014,1135,25.06058333,-80.35911667,POR PORI,POP,Porites porites,branching,3.0
797,FLK,UpperKeys,Upper Keys,MidChannel,2014,1135,25.06058333,-80.35911667,SID SIDE,SIS,Siderastrea siderea,massive,5.0
798,FLK,UpperKeys,Upper Keys,MidChannel,2014,1136,25.06988333,-80.33738333,SID RADI,SIR,Siderastrea radians,encrusting,1.0
799,FLK,UpperKeys,Upper Keys,MidChannel,2014,1137,25.1479,-80.27471667,DIC STOK,DCS,Dichocoenia stokesii,massive,1.0
800,FLK,UpperKeys,Upper Keys,MidChannel,2014,1137,25.1479,-80.27471667,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
801,FLK,UpperKeys,Upper Keys,MidChannel,2014,1137,25.1479,-80.27471667,POR PORI,POP,Porites porites,branching,2.0
802,FLK,UpperKeys,Upper Keys,Offshore,2014,1138,25.17676667,-80.24105,MEA MEAN,MEM,Meandrina meandrites,massive,1.0
803,FLK,UpperKeys,Upper Keys,Offshore,2014,1138,25.17676667,-80.24105,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
804,FLK,UpperKeys,Upper Keys,Offshore,2014,1138,25.17676667,-80.24105,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
805,FLK,UpperKeys,Upper Keys,MidChannel,2014,1139,25.2229,-80.23018333,ORB ANNU,ORA,Orbicella annularis,massive,5.0
806,FLK,UpperKeys,Upper Keys,MidChannel,2014,1139,25.2229,-80.23018333,POR ASTR,POA,Porites astreoides,submassive,2.0
807,FLK,UpperKeys,Upper Keys,MidChannel,2014,1139,25.2229,-80.23018333,POR PORI,POP,Porites porites,branching,3.0
808,FLK,UpperKeys,Upper Keys,MidChannel,2014,1139,25.2229,-80.23018333,SID SIDE,SIS,Siderastrea siderea,massive,3.0
809,FLK,UpperKeys,Upper Keys,Offshore,2014,1140,25.25446667,-80.20515,POR ASTR,POA,Porites astreoides,submassive,2.0
810,FLK,UpperKeys,Upper Keys,Offshore,2014,1140,25.25446667,-80.20515,POR DIVA,POD,Porites divaricata,branching,2.0
811,FLK,UpperKeys,Upper Keys,MidChannel,2014,1142,25.2932,-80.22098333,DIC STOK,DCS,Dichocoenia stokesii,massive,2.0
812,FLK,UpperKeys,Upper Keys,MidChannel,2014,1142,25.2932,-80.22098333,POR ASTR,POA,Porites astreoides,submassive,1.0
813,FLK,UpperKeys,Upper Keys,MidChannel,2014,1142,25.2932,-80.22098333,POR FURC,POF,Porites furcata,branching,1.0
814,FLK,UpperKeys,Upper Keys,MidChannel,2014,1142,25.2932,-80.22098333,SID SIDE,SIS,Siderastrea siderea,massive,2.0
815,FLK,UpperKeys,Upper Keys,MidChannel,2014,1142,25.2932,-80.22098333,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
816,FLK,UpperKeys,Upper Keys,MidChannel,2014,1144,25.10521667,-80.3074,DIC STOK,DCS,Dichocoenia stokesii,massive,1.0
817,FLK,UpperKeys,Upper Keys,MidChannel,2014,1144,25.10521667,-80.3074,POR ASTR,POA,Porites astreoides,submassive,1.0
818,FLK,UpperKeys,Upper Keys,MidChannel,2014,1144,25.10521667,-80.3074,POR PORI,POP,Porites porites,branching,1.0
819,FLK,UpperKeys,Upper Keys,MidChannel,2014,1146,25.15563333,-80.28663333,AGA AGAR,AGA,Agaricia agaricites,encrusting,1.5
820,FLK,UpperKeys,Upper Keys,MidChannel,2014,1146,25.15563333,-80.28663333,COL NATA,CON,Colpophyllia natans,massive,2.0
821,FLK,UpperKeys,Upper Keys,MidChannel,2014,1146,25.15563333,-80.28663333,DIC STOK,DCS,Dichocoenia stokesii,massive,1.0
822,FLK,UpperKeys,Upper Keys,MidChannel,2014,1146,25.15563333,-80.28663333,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
823,FLK,UpperKeys,Upper Keys,MidChannel,2014,1146,25.15563333,-80.28663333,ORB FAVE,ORF,Orbicella faveolata,massive,1.0
824,FLK,UpperKeys,Upper Keys,MidChannel,2014,1146,25.15563333,-80.28663333,POR ASTR,POA,Porites astreoides,submassive,1.0
825,FLK,UpperKeys,Upper Keys,MidChannel,2014,1146,25.15563333,-80.28663333,POR PORI,POP,Porites porites,branching,1.0
826,FLK,UpperKeys,Upper Keys,MidChannel,2014,1146,25.15563333,-80.28663333,SID SIDE,SIS,Siderastrea siderea,massive,1.5
827,FLK,UpperKeys,Upper Keys,MidChannel,2014,1147,25.15986667,-80.28541667,AGA AGAR,AGA,Agaricia agaricites,encrusting,1.0
828,FLK,UpperKeys,Upper Keys,MidChannel,2014,1147,25.15986667,-80.28541667,POR ASTR,POA,Porites astreoides,submassive,1.0
829,FLK,UpperKeys,Upper Keys,MidChannel,2014,1147,25.15986667,-80.28541667,POR PORI,POP,Porites porites,branching,1.0
830,FLK,UpperKeys,Upper Keys,MidChannel,2014,1147,25.15986667,-80.28541667,SID SIDE,SIS,Siderastrea siderea,massive,1.5
831,FLK,UpperKeys,Upper Keys,MidChannel,2014,1147,25.15986667,-80.28541667,STE INTE,STI,Stephanocoenia intersepta,submassive,2.0
832,FLK,UpperKeys,Upper Keys,Offshore,2014,1149,24.98601667,-80.41505,AGA AGAR,AGA,Agaricia agaricites,encrusting,3.0
833,FLK,UpperKeys,Upper Keys,Offshore,2014,1149,24.98601667,-80.41505,POR PORI,POP,Porites porites,branching,1.0
