"Time","Scenario","variable","perHC","perBBS","permicro","perSCP"
2092,"SSP5_8.5","1.75",75.6,2.8,21.6,0
2092,"SSP5_8.5","2",79.6,2.3,18.1,0
2093,"SSP2_4.5","0",54,7.2,37.8,1
2093,"SSP2_4.5","0.25",73.2,4.2,22,0.6
2093,"SSP2_4.5","0.5",85.4,2.3,12,0.3
2093,"SSP2_4.5","0.75",89.1,1.7,8.9,0.2
2093,"SSP2_4.5","1",89.8,1.6,8.4,0.2
2093,"SSP2_4.5","1.25",89.8,1.6,8.4,0.2
2093,"SSP2_4.5","1.5",89.8,1.6,8.4,0.2
2093,"SSP2_4.5","1.75",89.8,1.6,8.4,0.2
2093,"SSP2_4.5","2",89.8,1.6,8.4,0.2
2093,"SSP5_8.5","0",29.7,7.9,62.4,0
2093,"SSP5_8.5","0.25",33.2,7.5,59.3,0
2093,"SSP5_8.5","0.5",37.7,7,55.3,0
2093,"SSP5_8.5","0.75",45.7,6.1,48.2,0
2093,"SSP5_8.5","1",51.4,5.5,43.1,0
2093,"SSP5_8.5","1.25",56.6,4.9,38.5,0
2093,"SSP5_8.5","1.5",65,4,31.1,0
2093,"SSP5_8.5","1.75",74,2.9,23.1,0
2093,"SSP5_8.5","2",78.2,2.5,19.4,0
2094,"SSP2_4.5","0",52.9,7.3,38.5,1.2
2094,"SSP2_4.5","0.25",72,4.4,22.9,0.7
2094,"SSP2_4.5","0.5",85.1,2.3,12.2,0.4
2094,"SSP2_4.5","0.75",89.1,1.7,8.9,0.3
2094,"SSP2_4.5","1",89.7,1.6,8.4,0.3
2094,"SSP2_4.5","1.25",89.7,1.6,8.4,0.3
2094,"SSP2_4.5","1.5",89.7,1.6,8.4,0.3
2094,"SSP2_4.5","1.75",89.7,1.6,8.4,0.3
2094,"SSP2_4.5","2",89.7,1.6,8.4,0.3
2094,"SSP5_8.5","0",29.1,8,62.9,0
2094,"SSP5_8.5","0.25",32.4,7.7,59.9,0
2094,"SSP5_8.5","0.5",36.9,7.2,56,0
2094,"SSP5_8.5","0.75",44.6,6.3,49.1,0
2094,"SSP5_8.5","1",50.2,5.6,44.1,0
2094,"SSP5_8.5","1.25",55.4,5.1,39.6,0
2094,"SSP5_8.5","1.5",63.7,4.1,32.2,0
2094,"SSP5_8.5","1.75",72.7,3.1,24.2,0
2094,"SSP5_8.5","2",77.9,2.5,19.6,0
2095,"SSP2_4.5","0",52.1,7.5,39.2,1.2
2095,"SSP2_4.5","0.25",71,4.5,23.7,0.7
2095,"SSP2_4.5","0.5",84.4,2.5,12.8,0.4
2095,"SSP2_4.5","0.75",89,1.7,9,0.3
2095,"SSP2_4.5","1",89.8,1.6,8.4,0.2
2095,"SSP2_4.5","1.25",89.8,1.6,8.4,0.2
2095,"SSP2_4.5","1.5",89.8,1.6,8.4,0.2
2095,"SSP2_4.5","1.75",89.8,1.6,8.4,0.2
2095,"SSP2_4.5","2",89.8,1.6,8.4,0.2
2095,"SSP5_8.5","0",27.8,8.1,64,0
2095,"SSP5_8.5","0.25",31,7.8,61.2,0
2095,"SSP5_8.5","0.5",35.2,7.3,57.5,0
2095,"SSP5_8.5","0.75",42.7,6.5,50.8,0
2095,"SSP5_8.5","1",48.2,5.8,45.9,0
2095,"SSP5_8.5","1.25",53.3,5.3,41.4,0
2095,"SSP5_8.5","1.5",61.6,4.3,34,0
2095,"SSP5_8.5","1.75",70.9,3.3,25.8,0
2095,"SSP5_8.5","2",76.2,2.7,21.1,0
2096,"SSP2_4.5","0",51.2,7.7,40,1.1
2096,"SSP2_4.5","0.25",70.1,4.7,24.5,0.7
2096,"SSP2_4.5","0.5",84.2,2.5,12.9,0.3
2096,"SSP2_4.5","0.75",88.8,1.8,9.2,0.2
2096,"SSP2_4.5","1",89.9,1.6,8.3,0.2
2096,"SSP2_4.5","1.25",89.9,1.6,8.3,0.2
2096,"SSP2_4.5","1.5",89.9,1.6,8.3,0.2
2096,"SSP2_4.5","1.75",89.9,1.6,8.3,0.2
2096,"SSP2_4.5","2",89.9,1.6,8.3,0.2
2096,"SSP5_8.5","0",26.7,8.3,65,0
2096,"SSP5_8.5","0.25",29.7,8,62.4,0
2096,"SSP5_8.5","0.5",33.8,7.5,58.7,0
2096,"SSP5_8.5","0.75",41.1,6.7,52.3,0
2096,"SSP5_8.5","1",46.4,6.1,47.5,0
2096,"SSP5_8.5","1.25",51.4,5.5,43.1,0
2096,"SSP5_8.5","1.5",59.8,4.6,35.7,0
2096,"SSP5_8.5","1.75",69.1,3.5,27.4,0
2096,"SSP5_8.5","2",74.7,2.9,22.5,0
2097,"SSP2_4.5","0",50.2,7.9,40.7,1.2
2097,"SSP2_4.5","0.25",68.9,4.9,25.4,0.7
2097,"SSP2_4.5","0.5",83.9,2.5,13.2,0.4
2097,"SSP2_4.5","0.75",88.6,1.8,9.3,0.3
2097,"SSP2_4.5","1",89.8,1.6,8.3,0.2
2097,"SSP2_4.5","1.25",89.8,1.6,8.3,0.2
2097,"SSP2_4.5","1.5",89.8,1.6,8.3,0.2
2097,"SSP2_4.5","1.75",89.8,1.6,8.3,0.2
2097,"SSP2_4.5","2",89.8,1.6,8.3,0.2
2097,"SSP5_8.5","0",26.2,8.3,65.4,0
2097,"SSP5_8.5","0.25",29,8,62.9,0
2097,"SSP5_8.5","0.5",33,7.6,59.4,0
2097,"SSP5_8.5","0.75",40.1,6.8,53.2,0
2097,"SSP5_8.5","1",45.2,6.2,48.6,0
2097,"SSP5_8.5","1.25",50.1,5.6,44.2,0
2097,"SSP5_8.5","1.5",58.4,4.7,36.9,0
2097,"SSP5_8.5","1.75",67.8,3.6,28.6,0
2097,"SSP5_8.5","2",73.4,3,23.6,0
2098,"SSP2_4.5","0",49.4,8.1,41.5,0.9
2098,"SSP2_4.5","0.25",67.9,5.1,26.3,0.6
2098,"SSP2_4.5","0.5",83.7,2.6,13.3,0.3
2098,"SSP2_4.5","0.75",88.4,1.9,9.5,0.2
2098,"SSP2_4.5","1",89.9,1.6,8.3,0.2
2098,"SSP2_4.5","1.25",89.9,1.6,8.3,0.2
2098,"SSP2_4.5","1.5",89.9,1.6,8.3,0.2
2098,"SSP2_4.5","1.75",89.9,1.6,8.3,0.2
2098,"SSP2_4.5","2",89.9,1.6,8.3,0.2
2098,"SSP5_8.5","0",24.7,8.5,66.8,0
2098,"SSP5_8.5","0.25",27.3,8.2,64.5,0
2098,"SSP5_8.5","0.5",31.1,7.8,61.1,0
2098,"SSP5_8.5","0.75",37.9,7,55.1,0
2098,"SSP5_8.5","1",42.9,6.4,50.7,0
2098,"SSP5_8.5","1.25",47.7,5.9,46.4,0
2098,"SSP5_8.5","1.5",56,5,39.1,0
2098,"SSP5_8.5","1.75",65.5,3.9,30.6,0
2098,"SSP5_8.5","2",71.3,3.2,25.5,0
2099,"SSP2_4.5","0",48.8,8.2,41.7,1.3
2099,"SSP2_4.5","0.25",67,5.3,26.8,0.8
2099,"SSP2_4.5","0.5",83.6,2.6,13.4,0.4
2099,"SSP2_4.5","0.75",88.3,1.9,9.5,0.3
2099,"SSP2_4.5","1",90,1.6,8.1,0.3
2099,"SSP2_4.5","1.25",90,1.6,8.1,0.3
2099,"SSP2_4.5","1.5",90,1.6,8.1,0.3
2099,"SSP2_4.5","1.75",90,1.6,8.1,0.3
2099,"SSP2_4.5","2",90,1.6,8.1,0.3
2099,"SSP5_8.5","0",24.1,8.7,67.2,0
2099,"SSP5_8.5","0.25",26.6,8.4,65,0
2099,"SSP5_8.5","0.5",30.3,8,61.8,0
2099,"SSP5_8.5","0.75",36.9,7.2,55.9,0
2099,"SSP5_8.5","1",41.7,6.6,51.6,0
2099,"SSP5_8.5","1.25",46.5,6.1,47.4,0
2099,"SSP5_8.5","1.5",54.6,5.2,40.2,0
2099,"SSP5_8.5","1.75",64.1,4.1,31.8,0
2099,"SSP5_8.5","2",69.9,3.4,26.6,0
2100,"SSP2_4.5","0",47.9,8.4,42.4,1.3
2100,"SSP2_4.5","0.25",66,5.5,27.7,0.8
2100,"SSP2_4.5","0.5",83.4,2.7,13.5,0.4
2100,"SSP2_4.5","0.75",88.4,1.9,9.5,0.3
2100,"SSP2_4.5","1",90,1.6,8.1,0.2
2100,"SSP2_4.5","1.25",90,1.6,8.1,0.2
2100,"SSP2_4.5","1.5",90,1.6,8.1,0.2
2100,"SSP2_4.5","1.75",90,1.6,8.1,0.2
2100,"SSP2_4.5","2",90,1.6,8.1,0.2
2100,"SSP5_8.5","0",23.1,8.7,68.1,0
2100,"SSP5_8.5","0.25",25.4,8.5,66.1,0
2100,"SSP5_8.5","0.5",28.9,8.1,63,0
2100,"SSP5_8.5","0.75",35.3,7.4,57.4,0
2100,"SSP5_8.5","1",40,6.8,53.2,0
2100,"SSP5_8.5","1.25",44.6,6.3,49.1,0
2100,"SSP5_8.5","1.5",52.7,5.4,42,0
2100,"SSP5_8.5","1.75",62.1,4.3,33.6,0
2100,"SSP5_8.5","2",68.1,3.6,28.3,0
